race,year,rider_name,country,team,distance_km,winning_time_hours,winning_points,multi_classification,title_reassigned,no_winner,status,avg_speed_kmh,birth_date,height_cm,weight_kg,citizenships,age_at_win
giro,2024,Tadej Pogačar,Slovenia,UAE Team Emirates,3317.5,79.23416666666667,,True,False,False,held,41.869563845563256,1998-09-21,176.0,66.0,Slovenia,25.694729637234772
giro,2025,Simon Yates,Great Britain,Visma–Lease a Bike,3443.3,82.51694444444445,,False,False,False,held,41.7283992176691,1992-08-07,172.0,58.0,United Kingdom,32.81587953456537
giro,2026,Jonas Vingegaard,Denmark,Visma–Lease a Bike,3459.2,83.38083333333333,,False,False,False,held,41.4867525510459,1996-12-10,175.0,,Kingdom of Denmark,29.472963723477072
vuelta,1935,Gustaaf Deloor,Belgium,,3245.0,120.00194444444443,,False,False,False,held,27.04122849861229,1913-06-24,,,Belgium,22.2258726899384
vuelta,1936,Gustaaf Deloor,Belgium,,4364.0,150.13166666666666,,False,False,False,held,29.06781824842638,1913-06-24,,,Belgium,23.227926078028748
vuelta,1937,,,,,,,False,False,False,no_race,,,,,,
vuelta,1938,,,,,,,False,False,False,no_race,,,,,,
vuelta,1939,,,,,,,False,False,False,no_race,,,,,,
vuelta,1940,,,,,,,False,False,False,no_race,,,,,,
vuelta,1941,Julián Berrendero,Spain,,4406.0,168.75722222222225,,False,False,False,held,26.108512228283235,1912-04-08,,,Spain,29.437371663244353
vuelta,1942,Julián Berrendero,Spain,,3688.0,134.08583333333334,,True,False,False,held,27.5047699545689,1912-04-08,,,Spain,30.43668720054757
vuelta,1943,,,,,,,False,False,False,no_race,,,,,,
vuelta,1944,,,,,,,False,False,False,no_race,,,,,,
vuelta,1945,Delio Rodríguez,Spain,,3803.0,135.73194444444445,,False,False,False,held,28.018459586398844,1916-04-19,,,Spain,29.4072553045859
vuelta,1946,Dalmacio Langarica,Spain,,3836.0,137.1772222222222,,False,False,False,held,27.963826194015045,1919-12-05,,,Spain,26.77891854893908
vuelta,1947,Edward Van Dijck,Belgium,,3893.0,132.45,,False,False,False,held,29.392223480558705,1918-03-22,,,Belgium,29.4839151266256
vuelta,1948,Bernardo Ruiz,Spain,Udsans–Portaminas Alas Color,3990.0,155.10833333333332,,False,False,False,held,25.72395637457691,1925-01-08,,,Spain,23.685147159479808
vuelta,1949,,,,,,,False,False,False,no_race,,,,,,
vuelta,1950,Emilio Rodríguez,Spain,,3932.0,134.82194444444443,,True,False,False,held,29.164391718295114,1923-11-28,,,Spain,26.798083504449007
vuelta,1951,,,,,,,False,False,False,no_race,,,,,,
vuelta,1952,,,,,,,False,False,False,no_race,,,,,,
vuelta,1953,,,,,,,False,False,False,no_race,,,,,,
vuelta,1954,,,,,,,False,False,False,no_race,,,,,,
vuelta,1955,Jean Dotto,France,France,2740.0,81.06722222222221,,False,False,False,held,33.79911047758719,1928-03-27,,,"France, Italy",27.468856947296374
vuelta,1956,Angelo Conterno,Italy,Italy,3531.0,105.63111111111112,,False,False,False,held,33.42765178608996,1925-03-13,,,"Italy, Kingdom of Italy",31.509924709103355
vuelta,1957,Jesús Loroño,Spain,Spain,2967.0,84.735,,False,False,False,held,35.01504691095769,1926-01-10,,,Spain,31.679671457905545
vuelta,1958,Jean Stablinski,France,France,3241.8,94.90583333333332,,False,False,False,held,34.158068963095,1932-05-21,,,"France, Poland",26.31895961670089
vuelta,1959,Antonio Suárez,Spain,Licor 43,3048.0,84.60555555555555,,False,False,False,held,36.02600302055289,,,,,
vuelta,1960,Frans De Mulder,Belgium,Groene Leeuw–Sinalco–SAS,3567.0,103.09916666666666,,False,False,False,held,34.59775782216151,1937-12-14,,,Belgium,22.754277891854894
vuelta,1961,Angelino Soler,Spain,Faema,2856.5,77.60472222222222,,False,False,False,held,36.80832709922434,1939-11-25,,,Spain,21.806981519507186
vuelta,1962,Rudi Altig,West Germany,Saint-Raphaël–Helyett–Hutchinson,2813.0,78.59083333333332,,True,False,False,held,35.792978400788904,1937-03-18,180.0,80.0,"Germany, West Germany",25.49486652977413
vuelta,1963,Jacques Anquetil,France,Saint-Raphaël–Gitane–R. Geminiani,2442.0,64.77222222222223,,False,False,False,held,37.70134659919376,1934-01-08,176.0,70.0,France,29.683778234086244
vuelta,1964,Raymond Poulidor,France,Mercier–BP–Hutchinson,2860.0,78.39305555555556,,False,False,False,held,36.48282337933844,1936-04-15,,,France,28.418891170431213
vuelta,1965,Rolf Wolfshohl,West Germany,Mercier–BP–Hutchinson,3410.0,92.60083333333333,,False,False,False,held,36.82472259968863,1938-12-27,,,Germany,26.718685831622178
vuelta,1966,Francisco Gabica,Spain,Kas–Kaskol,2949.5,78.89861111111112,,False,False,False,held,37.38342105726407,1937-12-31,,,Spain,28.706365503080082
vuelta,1967,Jan Janssen,Netherlands,Pelforth–Sauvage–Lejeune,2941.0,76.63444444444445,,True,False,False,held,38.37699902857722,1940-05-19,174.0,76.0,Kingdom of the Netherlands,27.32375085557837
vuelta,1968,Felice Gimondi,Italy,Salvarani,3014.0,78.48333333333333,,False,False,False,held,38.40305797409216,1942-09-29,181.0,71.0,Italy,25.963039014373717
vuelta,1969,Roger Pingeon,France,Peugeot–BP–Michelin,2921.4,73.3125,,False,False,False,held,39.84859335038363,1940-08-28,,,France,29.048596851471594
vuelta,1970,Luis Ocaña,Spain,Bic,3568.0,89.95333333333333,,False,False,False,held,39.66501148743793,1945-06-09,,,Spain,25.267624914442163
vuelta,1971,Ferdinand Bracke,Belgium,Peugeot–BP–Michelin,2892.0,73.83472222222221,,False,False,False,held,39.168563420552665,1939-05-25,,,Belgium,32.309377138945926
vuelta,1972,José Manuel Fuente,Spain,Kas–Kaskol,3086.6,84.57055555555556,,True,False,False,held,36.49733621499471,1945-09-30,,,Spain,26.9596167008898
vuelta,1973,Eddy Merckx,Belgium,Molteni,3080.9,84.68055555555556,,True,False,False,held,36.38261440052485,1945-06-17,182.0,74.0,Belgium,28.246406570841888
vuelta,1974,José Manuel Fuente,Spain,Kas–Kaskol,2991.0,84.80499999999999,,False,False,False,held,35.26914686634043,1945-09-30,,,Spain,28.958247775496236
vuelta,1975,Agustín Tamames,Spain,Super Ser,3104.4,88.01555555555555,,False,False,False,held,35.271037947837506,1944-10-19,173.0,66.0,Spain,30.90485968514716
vuelta,1976,José Pesarrodona,Spain,Kas–Campagnolo,3341.0,93.31944444444444,,False,False,False,held,35.80175621372228,,,,,
vuelta,1977,Freddy Maertens,Belgium,Flandria–Velda–Latina Assicurazioni,2785.5,78.91000000000001,,False,False,False,held,35.29970852870358,1952-02-13,,,Belgium,25.587953456536617
vuelta,1978,Bernard Hinault,France,Renault–Gitane–Campagnolo,2990.0,85.4038888888889,,False,False,False,held,35.01011533432643,1954-11-14,175.0,,France,23.835728952772072
vuelta,1979,Joop Zoetemelk,Netherlands,Miko–Mercier–Vivagel,3165.5,94.95083333333334,,False,False,False,held,33.3383066674858,1946-12-03,173.0,68.0,Kingdom of the Netherlands,32.78302532511978
vuelta,1980,Faustino Rupérez,Spain,Zor–Vereco,3226.0,88.38916666666667,,False,False,False,held,36.49768542525008,1956-07-29,,,Spain,24.13141683778234
vuelta,1981,Giovanni Battaglin,Italy,Inoxpran,3531.3,98.08027777777778,,False,False,False,held,36.00418024917231,1951-07-22,,,Italy,30.151950718685832
vuelta,1982,Marino Lejarreta,Spain,Teka,3423.0,95.78972222222222,,False,True,False,held,35.73452266683679,1957-05-14,,,Spain,25.338809034907598
vuelta,1983,Bernard Hinault,France,Renault–Elf,3399.0,94.4738888888889,,False,False,False,held,35.97819503331314,1954-11-14,175.0,,France,28.83504449007529
vuelta,1984,Éric Caritoux,France,Skil–Reydel–Sem–Mavic,3361.6,90.13416666666669,,False,False,False,held,37.295513170181486,1960-08-16,,,France,24.082135523613964
vuelta,1985,Pedro Delgado,Spain,Orbea–Gin MG,3467.6,95.96666666666668,,False,False,False,held,36.13337964571031,1960-04-15,,,Spain,25.418206707734427
vuelta,1986,Álvaro Pino,Spain,Zor–BH,3675.0,98.26777777777778,,False,False,False,held,37.39781323141982,1956-08-17,,,Spain,30.078028747433265
vuelta,1987,Luis Herrera,Colombia,Café de Colombia–Varta,3921.4,105.5736111111111,,True,False,False,held,37.14375172667833,1961-05-04,168.0,,Colombia,26.365503080082135
vuelta,1988,Sean Kelly,Ireland,Kas–Canal 10,3428.4,89.32305555555556,,True,False,False,held,38.38202778304718,1956-05-24,,,Ireland,32.31211498973306
vuelta,1989,Pedro Delgado,Spain,Reynolds,3656.6,93.0213888888889,,False,False,False,held,39.309238914586544,1960-04-15,,,Spain,29.418206707734427
vuelta,1990,Marco Giovannetti,Italy,Seur,3711.0,94.6,,False,False,False,held,39.22832980972516,1962-04-04,189.0,,Italy,28.449007529089666
vuelta,1991,Melcior Mauri,Spain,ONCE,3213.2,82.80194444444444,,False,False,False,held,38.80585198281039,1966-04-08,,,Spain,25.437371663244353
vuelta,1992,Tony Rominger,Switzerland,CLAS–Cajastur,3558.1,96.24722222222222,,False,False,False,held,36.968339634621486,1961-03-27,173.0,,Switzerland,31.471594798083505
vuelta,1993,Tony Rominger,Switzerland,CLAS–Cajastur,3585.5,96.1175,,True,False,False,held,37.30330064764481,1961-03-27,173.0,,Switzerland,32.47091033538672
vuelta,1994,Tony Rominger,Switzerland,Mapei–CLAS,3531.1,92.13,,False,False,False,held,38.3273635080864,1961-03-27,173.0,,Switzerland,33.47022587268994
vuelta,1995,Laurent Jalabert,France,ONCE,3637.6,95.50916666666669,,True,False,False,held,38.08639659369519,1968-11-30,176.0,68.0,France,26.78986995208761
vuelta,1996,Alex Zülle,Switzerland,ONCE,3947.0,97.52944444444444,,False,False,False,held,40.469829624102125,1968-07-05,185.0,,Switzerland,28.197125256673512
vuelta,1997,Alex Zülle,Switzerland,ONCE,3759.2,91.26527777777778,,False,False,False,held,41.18981601253975,1968-07-05,185.0,,Switzerland,29.196440793976727
vuelta,1998,Abraham Olano,Spain,Banesto,3781.0,93.73555555555556,,False,False,False,held,40.33688153434011,1970-01-22,181.0,70.0,Spain,28.646132785763175
vuelta,1999,Jan Ullrich,Germany,Team Telekom,3548.7,89.86749999999999,,False,False,False,held,39.48813531031797,1973-12-02,183.0,,"East Germany, Germany",25.78507871321013
vuelta,2000,Roberto Heras,Spain,Kelme–Costa Blanca,2894.0,70.43722222222223,,True,False,False,held,41.08623123821842,1974-02-01,172.0,,Spain,26.62012320328542
vuelta,2001,Ángel Casero,Spain,Festina,3012.2,70.81805555555555,,False,False,False,held,42.53435054619624,1972-09-27,180.0,63.5,Spain,28.966461327857633
vuelta,2002,Aitor González,Spain,Kelme–Costa Blanca,3128.7,75.23111111111112,,False,False,False,held,41.587847817096936,,,,,
vuelta,2003,Roberto Heras,Spain,U.S. Postal Service,2958.3,69.53111111111112,,False,False,False,held,42.54642206526256,1974-02-01,172.0,,Spain,29.61806981519507
vuelta,2004,Roberto Heras,Spain,Liberty Seguros,2894.0,77.71277777777777,,True,False,False,held,37.23969317215101,1974-02-01,172.0,,Spain,30.62012320328542
vuelta,2005,Roberto Heras,Spain,Liberty Seguros–Würth,3356.0,82.38194444444444,,False,False,False,held,40.73708168254236,1974-02-01,172.0,,Spain,31.619438740588638
vuelta,2006,Alexander Vinokourov,Kazakhstan,Astana,3202.1,81.38527777777779,,True,False,False,held,39.34495387167348,,,,,
vuelta,2007,Denis Menchov,Russia,Rabobank,3291.3,80.98527777777778,,True,False,False,held,40.64072002112867,1978-01-25,180.0,65.0,Russia,29.637234770704996
vuelta,2008,Alberto Contador,Spain,Astana,3142.5,80.66888888888889,,True,False,False,held,38.9555384149197,1982-12-06,176.0,62.0,Spain,25.776865160848732
vuelta,2009,Alejandro Valverde,Spain,Caisse d'Epargne,3293.6,87.37694444444443,,True,False,False,held,37.69415400070576,1980-04-25,177.0,61.0,Spain,29.39082819986311
vuelta,2010,Vincenzo Nibali,Italy,Liquigas–Doimo,3333.8,87.30916666666667,,True,False,False,held,38.18384858405475,1984-11-14,181.0,65.0,Italy,25.83436002737851
vuelta,2011,Chris Froome,Great Britain,Team Sky,3300.0,84.99555555555555,,True,True,False,held,38.82555950637942,1985-05-20,186.0,69.0,"Kenya, United Kingdom",26.321697467488022
vuelta,2012,Alberto Contador,Spain,Saxo Bank–Tinkoff Bank,3360.2,84.99694444444445,,False,False,False,held,39.53318583347767,1982-12-06,176.0,62.0,Spain,29.776865160848732
vuelta,2013,Chris Horner,United States,RadioShack–Leopard,3358.9,84.60111111111111,,True,False,False,held,39.70278824811862,1971-10-23,180.0,63.0,United States,41.89733059548254
vuelta,2014,Alberto Contador,Spain,Tinkoff–Saxo,3181.5,81.41805555555555,,True,False,False,held,39.0760990088876,1982-12-06,176.0,62.0,Spain,31.77549623545517
vuelta,2015,Fabio Aru,Italy,Astana,3358.1,85.6036111111111,,False,False,False,held,39.22848529884188,1990-07-03,183.0,65.0,Italy,25.201916495550993
vuelta,2016,Nairo Quintana,Colombia,Movistar Team,3315.4,83.52444444444444,,True,False,False,held,39.69376895652637,1990-02-04,166.0,58.0,Colombia,26.611909650924023
vuelta,2017,Chris Froome,Great Britain,Team Sky,3324.1,82.50055555555555,,True,False,False,held,40.29184988653275,1985-05-20,186.0,69.0,"Kenya, United Kingdom",32.323066392881586
vuelta,2018,Simon Yates,Great Britain,Mitchelton–Scott,3271.4,82.09944444444444,,True,False,False,held,39.84679825956327,1992-08-07,172.0,58.0,United Kingdom,26.105407255304584
vuelta,2019,Primož Roglič,Slovenia,Team Jumbo–Visma,3290.7,83.12527777777777,,True,False,False,held,39.58723613287842,1989-10-29,177.0,65.0,Slovenia,29.87816563997262
vuelta,2020,Primož Roglič,Slovenia,Team Jumbo–Visma,2892.6,72.77,,True,False,False,held,39.74989693555037,1989-10-29,177.0,65.0,Slovenia,30.88021902806297
vuelta,2021,Primož Roglič,Slovenia,Team Jumbo–Visma,3417.0,83.92472222222223,,False,False,False,held,40.715058799387016,1989-10-29,177.0,65.0,Slovenia,31.87953456536619
vuelta,2022,Remco Evenepoel,Belgium,Quick-Step Alpha Vinyl Team,3280.5,80.44972222222222,,False,False,False,held,40.7770208446269,2000-01-25,171.0,62.0,Belgium,22.639288158795345
vuelta,2023,Sepp Kuss,United States,Team Jumbo–Visma,3153.8,76.80583333333333,,False,False,False,held,41.06198530927556,1994-09-13,180.0,64.0,United States,29.00479123887748
vuelta,2024,Primož Roglič,Slovenia,Red Bull–Bora–Hansgrohe,3304.3,81.82166666666666,,False,False,False,held,40.38416882243905,1989-10-29,177.0,65.0,Slovenia,34.88021902806297
vuelta,2025,Jonas Vingegaard,Denmark,Visma–Lease a Bike,3304.3,74.3411111111111,,False,False,False,held,44.44781562467306,1996-12-10,175.0,,Kingdom of Denmark,28.763860369609855
